CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
-0.45848604932978954,0.3547365929824056,-1.400212225656342,0.17603186648427882,-1.0682305510700247,-1.5539194069050328,0.8962229520103492,0.22306177779400296,0.0,False,True,False
0.4929207867626653,0.15720040487618903,-1.400212225656342,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-0.10298880860368828,0.0,False,False,False
2.07162883346553,0.5522727810886221,-1.0530474857086056,0.8396258039802168,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-0.3598184406280074,0.0,False,True,False
1.7788882685140055,1.24364943946038,0.6827762140300767,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-1.5622385870235134,0.0,False,False,True
-1.577173208251687,0.6510408751417305,-0.35871800581313273,1.1028207816189068,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-0.4320041009763988,0.0,False,False,True
0.33609548411006285,-1.0280167237611104,-1.0530474857086056,0.984318158894276,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-0.48800861283039,0.0,False,False,True
-1.2948876634770026,-0.6329443475486772,0.3356114740823402,0.46577842415577947,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-0.3407072539508688,0.0,False,False,True
-1.6189932889590477,-1.3243210059204351,-0.7058827457608692,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,-0.4067521856053214,0.0,False,True,True
-1.8385487126726912,-0.33664006538935237,1.7242704338732862,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,-1.2800500746810808,0.0,False,False,False
-1.0753322397633591,-1.225552911867327,-0.011553265865396276,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,1.5873911409499388,0.0,False,False,False
-0.17620050455510514,-0.23787197133624408,0.6827762140300767,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-0.5885988671272427,0.0,False,True,False
-0.37484588791506823,0.7498089691948387,-0.7058827457608692,1.119979752746121,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-0.6168973671787252,0.0,True,False,True
-1.0753322397633591,-1.3243210059204351,1.3771056939255497,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-1.486568552235919,0.0,False,True,False
-0.678041473043433,0.7498089691948387,0.3356114740823402,-1.1575518362195176,-1.0682305510700247,-1.5539194069050328,-1.1157937851924733,1.026905619501057,0.0,False,True,True
0.7752063315373497,-1.3243210059204351,0.3356114740823402,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-0.7841952480136228,0.0,False,False,False
0.8379364525983907,0.3547365929824056,1.029940953977813,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,1.2394655260433027,0.0,False,False,True
-0.16574548437826497,-0.534176253495569,1.029940953977813,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,0.6762321900836689,0.0,False,True,False
0.1792701814574604,0.848577063247947,-0.7058827457608692,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-1.5896775348784544,0.0,False,False,True
2.029808752758169,0.05843231082308076,-0.011553265865396276,-1.1575518362195176,-1.0682305510700247,0.6435340182742917,0.8962229520103492,1.5309187010051672,0.0,False,False,False
-0.7825916748118346,-1.225552911867327,-0.7058827457608692,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,0.8962229520103492,0.43151642541620305,0.0,False,False,True
1.0888569368425547,-0.1391038772831358,-1.0530474857086056,1.0195125558194829,-1.0682305510700247,0.6435340182742917,0.8962229520103492,1.224758368455862,0.0,True,False,True
-0.8453217958728756,0.6510408751417305,1.3771056939255497,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-1.0679952029620567,0.0,False,False,True
-0.8139567353423551,0.5522727810886221,-0.7058827457608692,1.0916560093748107,-1.0682305510700247,0.6435340182742917,0.8962229520103492,0.007822695485520703,0.0,True,False,False
-2.518125024167302,-0.8304805356548938,-1.7473769656040787,-0.20762693646025887,0.8944643908244395,0.6435340182742917,0.8962229520103492,-0.8058115746555504,0.0,False,False,True
-1.2426125625928017,-0.1391038772831358,0.6827762140300767,0.19996156133001372,-1.0682305510700247,-1.5539194069050328,0.8962229520103492,0.9928841463631161,0.0,False,False,True
-1.0335121590559986,0.3547365929824056,1.3771056939255497,0.5946023031096561,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-0.3107833744924683,0.0,True,False,True
-1.3785278248917239,0.4535046870355139,0.3356114740823402,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-1.1380764063720163,0.0,False,True,False
0.7333862508299891,-0.8304805356548938,1.3771056939255497,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,0.7368156378788638,0.0,False,True,False
-1.6921784301969287,-0.6329443475486772,-0.7058827457608692,1.153886200487363,-1.0682305510700247,-1.5539194069050328,0.8962229520103492,0.2496146935306606,0.0,False,True,True
1.5906979053308825,-0.43540815944246064,0.6827762140300767,0.06051965999565645,-1.0682305510700247,-1.5539194069050328,0.8962229520103492,-0.022384972081547355,0.0,False,True,True
2.07162883346553,-0.1391038772831358,0.6827762140300767,-1.1575518362195176,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-1.0265410596851925,0.0,False,False,True
-0.7303165739276338,0.3547365929824056,0.3356114740823402,-0.0381231809396111,0.8944643908244395,-1.5539194069050328,0.8962229520103492,1.3646854175502992,0.0,True,False,True
-1.8803687933800517,0.2559684989292973,-0.35871800581313273,-1.1575518362195176,-1.0682305510700247,0.6435340182742917,-1.1157937851924733,-0.5153858903412742,0.0,False,True,True
-1.0021470985254781,2.330098474044571,-1.0530474857086056,0.7108711439409713,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-0.09728865702873091,0.0,False,False,False
0.08517499986589894,2.330098474044571,-0.011553265865396276,1.3236854491677117,-1.0682305510700247,0.6435340182742917,0.8962229520103492,1.0208706362840747,0.0,False,True,False
1.2979573403793578,-0.534176253495569,-0.35871800581313273,0.5836003146578997,0.8944643908244395,0.6435340182742917,0.8962229520103492,0.46651817828862757,0.0,True,False,False
