CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balence_CreditScore,Gender_Male,Geography_Germany,Geography_Spain,AgeGroup_30-44,AgeGroup_45-59,AgeGroup_60+,TenureGroup_3-5,TenureGroup_6-9,TenureGroup_10+,BalanceGroup_Very Low,BalanceGroup_Low,BalanceGroup_Medium,BalanceGroup_High
-0.4584860493297895,0.3547365929824056,-1.400212225656342,0.1760318664842788,-1.0682305510700247,-1.5539194069050328,0.8962229520103492,0.2230617777940029,0.0,-0.08070815502052596,False,False,True,False,False,False,False,False,False,True,False,False,False
0.4929207867626653,0.157200404876189,-1.400212225656342,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-0.1029888086036882,0.0,-0.5705813618278925,False,False,False,False,False,False,False,False,False,False,False,False,False
2.07162883346553,0.5522727810886221,-1.0530474857086056,0.8396258039802168,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-0.3598184406280074,0.0,1.7393930248470943,False,False,True,False,False,False,False,False,False,False,True,False,False
1.7788882685140055,1.24364943946038,0.6827762140300767,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-1.5622385870235134,0.0,-2.0591553816477455,True,False,False,False,False,False,False,False,False,False,False,False,False
-1.577173208251687,0.6510408751417305,-0.3587180058131327,1.1028207816189068,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-0.4320041009763988,0.0,-1.7393393902725243,True,False,False,False,False,False,False,False,False,False,False,True,False
0.3360954841100628,-1.0280167237611104,-1.0530474857086056,0.984318158894276,-1.0682305510700247,0.6435340182742917,0.8962229520103492,-0.48800861283039,0.0,0.3308248881318974,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.2948876634770026,-0.6329443475486772,0.3356114740823402,0.4657784241557794,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,-0.3407072539508688,0.0,-0.6031307353530775,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.6189932889590477,-1.3243210059204351,-0.7058827457608692,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,-0.4067521856053214,0.0,1.8740686544616219,True,False,True,False,False,False,False,False,False,False,False,False,False
-1.8385487126726912,-0.3366400653893523,1.7242704338732862,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,-1.2800500746810808,0.0,2.128215438333304,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.0753322397633591,-1.225552911867327,-0.0115532658653962,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,-1.1157937851924733,1.5873911409499388,0.0,1.2447528086841229,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.1762005045551051,-0.237871971336244,0.6827762140300767,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-0.5885988671272427,0.0,0.2039612175905674,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.3748458879150682,0.7498089691948387,-0.7058827457608692,1.119979752746121,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-0.6168973671787252,0.0,-0.41981980486501824,True,True,False,False,False,False,False,False,False,False,False,True,False
-1.0753322397633591,-1.3243210059204351,1.3771056939255495,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-1.486568552235919,0.0,1.2447528086841229,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.678041473043433,0.7498089691948387,0.3356114740823402,-1.1575518362195176,-1.0682305510700247,-1.5539194069050328,-1.1157937851924733,1.026905619501057,0.0,0.7848681521544124,True,False,True,False,False,False,False,False,False,False,False,False,False
0.7752063315373497,-1.3243210059204351,0.3356114740823402,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,-0.7841952480136228,0.0,-0.8973415125200553,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8379364525983907,0.3547365929824056,1.029940953977813,-1.1575518362195176,0.8944643908244395,0.6435340182742917,0.8962229520103492,1.2394655260433027,0.0,-0.9699548793405359,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.1657454843782649,-0.534176253495569,1.029940953977813,-1.1575518362195176,0.8944643908244395,0.6435340182742917,-1.1157937851924733,0.6762321900836689,0.0,0.1918589897871539,False,False,True,False,False,False,False,False,False,False,False,False,False
0.1792701814574604,0.848577063247947,-0.7058827457608692,-1.1575518362195176,0.8944643908244395,-1.5539194069050328,0.8962229520103492,-1.5896775348784544,0.0,-0.20751452772548942,True,False,False,False,False,False,False,False,False,False,False,False,False
2.029808752758169,0.0584323108230807,-0.0115532658653962,-1.1575518362195176,-1.0682305510700247,0.6435340182742917,0.8962229520103492,1.5309187010051672,0.0,-2.349608848929668,False,False,False,False,False,False,False,False,False,False,False,False,False
